UserID,field,pred_tokens,gold_tokens,intersection,precision,recall,f1,system,type,JobID
964496,summary,3,30,3,1.0,0.1,0.18181818181818182,QA,CV,
964496,education_level,4,3,3,0.75,1.0,0.8571428571428571,QA,CV,
964496,institution,4,4,4,1.0,1.0,1.0,QA,CV,
964496,major,4,0,0,0.0,0.0,0.0,QA,CV,
964496,skills,72,58,48,0.6666666666666666,0.8275862068965517,0.7384615384615385,QA,CV,
964496,location,2,2,2,1.0,1.0,1.0,QA,CV,
964496,salary_expectation,10,2,0,0.0,0.0,0.0,QA,CV,
964496,desired_job,4,6,4,1.0,0.6666666666666666,0.8,QA,CV,
986206,summary,78,57,45,0.5769230769230769,0.7894736842105263,0.6666666666666666,QA,CV,
986206,education_level,4,3,3,0.75,1.0,0.8571428571428571,QA,CV,
986206,institution,4,4,4,1.0,1.0,1.0,QA,CV,
986206,major,4,0,0,0.0,0.0,0.0,QA,CV,
986206,skills,11,60,10,0.9090909090909091,0.16666666666666666,0.2816901408450704,QA,CV,
986206,location,2,2,2,1.0,1.0,1.0,QA,CV,
986206,salary_expectation,10,2,0,0.0,0.0,0.0,QA,CV,
986206,desired_job,4,6,4,1.0,0.6666666666666666,0.8,QA,CV,
769632,summary,24,50,11,0.4583333333333333,0.22,0.29729729729729726,QA,CV,
769632,education_level,0,0,0,0.0,0.0,0.0,QA,CV,
769632,institution,0,0,0,0.0,0.0,0.0,QA,CV,
769632,major,0,0,0,0.0,0.0,0.0,QA,CV,
769632,skills,13,45,6,0.46153846153846156,0.13333333333333333,0.20689655172413796,QA,CV,
769632,location,2,2,2,1.0,1.0,1.0,QA,CV,
769632,salary_expectation,10,2,0,0.0,0.0,0.0,QA,CV,
769632,desired_job,7,11,7,1.0,0.6363636363636364,0.7777777777777778,QA,CV,
981314,summary,51,66,39,0.7647058823529411,0.5909090909090909,0.6666666666666667,QA,CV,
981314,education_level,4,3,2,0.5,0.6666666666666666,0.5714285714285715,QA,CV,
981314,institution,4,4,4,1.0,1.0,1.0,QA,CV,
981314,major,13,0,0,0.0,0.0,0.0,QA,CV,
981314,skills,31,62,30,0.967741935483871,0.4838709677419355,0.6451612903225807,QA,CV,
981314,location,2,2,2,1.0,1.0,1.0,QA,CV,
981314,salary_expectation,10,2,0,0.0,0.0,0.0,QA,CV,
981314,desired_job,6,6,6,1.0,1.0,1.0,QA,CV,
962892,summary,26,28,18,0.6923076923076923,0.6428571428571429,0.6666666666666666,QA,CV,
962892,education_level,7,2,2,0.2857142857142857,1.0,0.4444444444444445,QA,CV,
962892,institution,7,11,7,1.0,0.6363636363636364,0.7777777777777778,QA,CV,
962892,major,3,3,3,1.0,1.0,1.0,QA,CV,
962892,skills,48,35,35,0.7291666666666666,1.0,0.8433734939759037,QA,CV,
962892,location,3,3,3,1.0,1.0,1.0,QA,CV,
962892,salary_expectation,10,2,0,0.0,0.0,0.0,QA,CV,
962892,desired_job,4,4,4,1.0,1.0,1.0,QA,CV,
967782,summary,23,37,19,0.8260869565217391,0.5135135135135135,0.6333333333333333,QA,CV,
967782,education_level,8,2,2,0.25,1.0,0.4,QA,CV,
967782,institution,4,4,4,1.0,1.0,1.0,QA,CV,
967782,major,2,2,2,1.0,1.0,1.0,QA,CV,
967782,skills,61,36,32,0.5245901639344263,0.8888888888888888,0.6597938144329897,QA,CV,
967782,location,2,2,2,1.0,1.0,1.0,QA,CV,
967782,salary_expectation,10,2,0,0.0,0.0,0.0,QA,CV,
967782,desired_job,5,5,5,1.0,1.0,1.0,QA,CV,
986307,summary,0,42,0,0.0,0.0,0.0,QA,CV,
986307,education_level,4,3,3,0.75,1.0,0.8571428571428571,QA,CV,
986307,institution,4,4,4,1.0,1.0,1.0,QA,CV,
986307,major,4,0,0,0.0,0.0,0.0,QA,CV,
986307,skills,12,59,3,0.25,0.05084745762711865,0.08450704225352114,QA,CV,
986307,location,2,2,2,1.0,1.0,1.0,QA,CV,
986307,salary_expectation,10,2,0,0.0,0.0,0.0,QA,CV,
986307,desired_job,4,6,4,1.0,0.6666666666666666,0.8,QA,CV,
990789,summary,24,48,13,0.5416666666666666,0.2708333333333333,0.36111111111111105,QA,CV,
990789,education_level,4,3,2,0.5,0.6666666666666666,0.5714285714285715,QA,CV,
990789,institution,4,4,4,1.0,1.0,1.0,QA,CV,
990789,major,13,0,0,0.0,0.0,0.0,QA,CV,
990789,skills,40,49,25,0.625,0.5102040816326531,0.5617977528089888,QA,CV,
990789,location,2,2,2,1.0,1.0,1.0,QA,CV,
990789,salary_expectation,10,2,0,0.0,0.0,0.0,QA,CV,
990789,desired_job,6,6,6,1.0,1.0,1.0,QA,CV,
981988,summary,30,34,25,0.8333333333333334,0.7352941176470589,0.78125,QA,CV,
981988,education_level,2,2,2,1.0,1.0,1.0,QA,CV,
981988,institution,3,3,3,1.0,1.0,1.0,QA,CV,
981988,major,2,0,0,0.0,0.0,0.0,QA,CV,
981988,skills,7,40,7,1.0,0.175,0.2978723404255319,QA,CV,
981988,location,2,5,2,1.0,0.4,0.5714285714285715,QA,CV,
981988,salary_expectation,3,3,3,1.0,1.0,1.0,QA,CV,
981988,desired_job,4,4,4,1.0,1.0,1.0,QA,CV,
966890,summary,44,42,30,0.6818181818181818,0.7142857142857143,0.6976744186046512,QA,CV,
966890,education_level,9,0,0,0.0,0.0,0.0,QA,CV,
966890,institution,0,0,0,0.0,0.0,0.0,QA,CV,
966890,major,2,0,0,0.0,0.0,0.0,QA,CV,
966890,skills,19,107,11,0.5789473684210527,0.102803738317757,0.1746031746031746,QA,CV,
966890,location,3,3,3,1.0,1.0,1.0,QA,CV,
966890,salary_expectation,10,2,0,0.0,0.0,0.0,QA,CV,
966890,desired_job,4,4,4,1.0,1.0,1.0,QA,CV,
,job_description,17,3,1,0.058823529411764705,0.3333333333333333,0.1,QA,JD,0
,responsibilities,47,73,38,0.8085106382978723,0.5205479452054794,0.6333333333333333,QA,JD,0
,requirements,47,51,5,0.10638297872340426,0.09803921568627451,0.1020408163265306,QA,JD,0
,required_education_level,6,4,4,0.6666666666666666,1.0,0.8,QA,JD,0
,required_major,6,0,0,0.0,0.0,0.0,QA,JD,0
,required_skills,16,40,8,0.5,0.2,0.28571428571428575,QA,JD,0
,salary_offer,3,3,3,1.0,1.0,1.0,QA,JD,0
,job_location,2,2,2,1.0,1.0,1.0,QA,JD,0
,job_description,0,9,0,0.0,0.0,0.0,QA,JD,1
,responsibilities,0,59,0,0.0,0.0,0.0,QA,JD,1
,requirements,0,50,0,0.0,0.0,0.0,QA,JD,1
,required_education_level,16,13,11,0.6875,0.8461538461538461,0.7586206896551724,QA,JD,1
,required_major,4,4,4,1.0,1.0,1.0,QA,JD,1
,required_skills,84,30,23,0.27380952380952384,0.7666666666666667,0.4035087719298246,QA,JD,1
,salary_offer,3,3,3,1.0,1.0,1.0,QA,JD,1
,job_location,3,3,3,1.0,1.0,1.0,QA,JD,1
,job_description,14,3,0,0.0,0.0,0.0,QA,JD,2
,responsibilities,37,88,31,0.8378378378378378,0.3522727272727273,0.496,QA,JD,2
,requirements,0,68,0,0.0,0.0,0.0,QA,JD,2
,required_education_level,4,2,2,0.5,1.0,0.6666666666666666,QA,JD,2
,required_major,17,7,7,0.4117647058823529,1.0,0.5833333333333334,QA,JD,2
,required_skills,22,44,15,0.6818181818181818,0.3409090909090909,0.45454545454545453,QA,JD,2
,salary_offer,2,2,2,1.0,1.0,1.0,QA,JD,2
,job_location,3,3,3,1.0,1.0,1.0,QA,JD,2
,job_description,63,2,0,0.0,0.0,0.0,QA,JD,3
,responsibilities,40,157,32,0.8,0.20382165605095542,0.32487309644670054,QA,JD,3
,requirements,74,69,17,0.22972972972972974,0.2463768115942029,0.23776223776223776,QA,JD,3
,required_education_level,6,4,4,0.6666666666666666,1.0,0.8,QA,JD,3
,required_major,6,9,6,1.0,0.6666666666666666,0.8,QA,JD,3
,required_skills,34,50,21,0.6176470588235294,0.42,0.5,QA,JD,3
,salary_offer,2,2,2,1.0,1.0,1.0,QA,JD,3
,job_location,2,2,2,1.0,1.0,1.0,QA,JD,3
,job_description,4,5,2,0.5,0.4,0.4444444444444445,QA,JD,4
,responsibilities,4,60,4,1.0,0.06666666666666667,0.125,QA,JD,4
,requirements,9,60,7,0.7777777777777778,0.11666666666666667,0.2028985507246377,QA,JD,4
,required_education_level,6,5,4,0.6666666666666666,0.8,0.7272727272727272,QA,JD,4
,required_major,10,0,0,0.0,0.0,0.0,QA,JD,4
,required_skills,14,39,4,0.2857142857142857,0.10256410256410256,0.1509433962264151,QA,JD,4
,salary_offer,3,3,3,1.0,1.0,1.0,QA,JD,4
,job_location,3,3,3,1.0,1.0,1.0,QA,JD,4
,job_description,20,8,0,0.0,0.0,0.0,QA,JD,5
,responsibilities,20,85,17,0.85,0.2,0.3238095238095238,QA,JD,5
,requirements,20,68,3,0.15,0.04411764705882353,0.06818181818181818,QA,JD,5
,required_education_level,0,0,0,0.0,0.0,0.0,QA,JD,5
,required_major,0,0,0,0.0,0.0,0.0,QA,JD,5
,required_skills,32,51,12,0.375,0.23529411764705882,0.28915662650602403,QA,JD,5
,salary_offer,2,2,2,1.0,1.0,1.0,QA,JD,5
,job_location,2,2,2,1.0,1.0,1.0,QA,JD,5
,job_description,12,5,0,0.0,0.0,0.0,QA,JD,6
,responsibilities,73,50,49,0.6712328767123288,0.98,0.7967479674796748,QA,JD,6
,requirements,90,58,29,0.32222222222222224,0.5,0.39189189189189194,QA,JD,6
,required_education_level,13,4,0,0.0,0.0,0.0,QA,JD,6
,required_major,2,5,2,1.0,0.4,0.5714285714285715,QA,JD,6
,required_skills,13,35,6,0.46153846153846156,0.17142857142857143,0.25000000000000006,QA,JD,6
,salary_offer,3,3,3,1.0,1.0,1.0,QA,JD,6
,job_location,3,3,3,1.0,1.0,1.0,QA,JD,6
,job_description,0,8,0,0.0,0.0,0.0,QA,JD,7
,responsibilities,30,51,29,0.9666666666666667,0.5686274509803921,0.7160493827160493,QA,JD,7
,requirements,34,53,8,0.23529411764705882,0.1509433962264151,0.1839080459770115,QA,JD,7
,required_education_level,6,0,0,0.0,0.0,0.0,QA,JD,7
,required_major,4,0,0,0.0,0.0,0.0,QA,JD,7
,required_skills,63,48,28,0.4444444444444444,0.5833333333333334,0.5045045045045046,QA,JD,7
,salary_offer,3,3,3,1.0,1.0,1.0,QA,JD,7
,job_location,2,2,2,1.0,1.0,1.0,QA,JD,7
,job_description,70,18,2,0.02857142857142857,0.1111111111111111,0.04545454545454545,QA,JD,8
,responsibilities,19,66,0,0.0,0.0,0.0,QA,JD,8
,requirements,29,56,10,0.3448275862068966,0.17857142857142858,0.23529411764705882,QA,JD,8
,required_education_level,6,0,0,0.0,0.0,0.0,QA,JD,8
,required_major,6,0,0,0.0,0.0,0.0,QA,JD,8
,required_skills,6,43,1,0.16666666666666666,0.023255813953488372,0.04081632653061224,QA,JD,8
,salary_offer,2,2,2,1.0,1.0,1.0,QA,JD,8
,job_location,3,3,3,1.0,1.0,1.0,QA,JD,8
,job_description,11,10,7,0.6363636363636364,0.7,0.6666666666666666,QA,JD,9
,responsibilities,15,40,15,1.0,0.375,0.5454545454545454,QA,JD,9
,requirements,52,46,26,0.5,0.5652173913043478,0.5306122448979592,QA,JD,9
,required_education_level,8,0,0,0.0,0.0,0.0,QA,JD,9
,required_major,2,0,0,0.0,0.0,0.0,QA,JD,9
,required_skills,21,45,15,0.7142857142857143,0.3333333333333333,0.4545454545454545,QA,JD,9
,salary_offer,3,3,3,1.0,1.0,1.0,QA,JD,9
,job_location,2,2,2,1.0,1.0,1.0,QA,JD,9
964496,summary,32,30,12,0.375,0.4,0.38709677419354843,EMB,CV,
964496,education_level,8,3,3,0.375,1.0,0.5454545454545454,EMB,CV,
964496,institution,8,4,4,0.5,1.0,0.6666666666666666,EMB,CV,
964496,major,8,0,0,0.0,0.0,0.0,EMB,CV,
964496,skills,58,58,40,0.6896551724137931,0.6896551724137931,0.6896551724137931,EMB,CV,
964496,location,2,2,2,1.0,1.0,1.0,EMB,CV,
964496,salary_expectation,2,2,2,1.0,1.0,1.0,EMB,CV,
964496,desired_job,6,6,6,1.0,1.0,1.0,EMB,CV,
986206,summary,100,57,55,0.55,0.9649122807017544,0.7006369426751593,EMB,CV,
986206,education_level,8,3,3,0.375,1.0,0.5454545454545454,EMB,CV,
986206,institution,8,4,4,0.5,1.0,0.6666666666666666,EMB,CV,
986206,major,8,0,0,0.0,0.0,0.0,EMB,CV,
986206,skills,85,60,60,0.7058823529411765,1.0,0.8275862068965517,EMB,CV,
986206,location,2,2,2,1.0,1.0,1.0,EMB,CV,
986206,salary_expectation,2,2,2,1.0,1.0,1.0,EMB,CV,
986206,desired_job,6,6,6,1.0,1.0,1.0,EMB,CV,
769632,summary,29,50,16,0.5517241379310345,0.32,0.4050632911392405,EMB,CV,
769632,education_level,39,0,0,0.0,0.0,0.0,EMB,CV,
769632,institution,39,0,0,0.0,0.0,0.0,EMB,CV,
769632,major,10,0,0,0.0,0.0,0.0,EMB,CV,
769632,skills,63,45,44,0.6984126984126984,0.9777777777777777,0.8148148148148148,EMB,CV,
769632,location,2,2,2,1.0,1.0,1.0,EMB,CV,
769632,salary_expectation,2,2,2,1.0,1.0,1.0,EMB,CV,
769632,desired_job,11,11,11,1.0,1.0,1.0,EMB,CV,
981314,summary,5,66,4,0.8,0.06060606060606061,0.11267605633802819,EMB,CV,
981314,education_level,8,3,2,0.25,0.6666666666666666,0.36363636363636365,EMB,CV,
981314,institution,8,4,4,0.5,1.0,0.6666666666666666,EMB,CV,
981314,major,8,0,0,0.0,0.0,0.0,EMB,CV,
981314,skills,84,62,62,0.7380952380952381,1.0,0.8493150684931507,EMB,CV,
981314,location,2,2,2,1.0,1.0,1.0,EMB,CV,
981314,salary_expectation,2,2,2,1.0,1.0,1.0,EMB,CV,
981314,desired_job,6,6,6,1.0,1.0,1.0,EMB,CV,
962892,summary,14,28,12,0.8571428571428571,0.42857142857142855,0.5714285714285714,EMB,CV,
962892,education_level,20,2,2,0.1,1.0,0.18181818181818182,EMB,CV,
962892,institution,20,11,11,0.55,1.0,0.7096774193548387,EMB,CV,
962892,major,20,3,3,0.15,1.0,0.2608695652173913,EMB,CV,
962892,skills,56,35,32,0.5714285714285714,0.9142857142857143,0.7032967032967032,EMB,CV,
962892,location,3,3,3,1.0,1.0,1.0,EMB,CV,
962892,salary_expectation,2,2,2,1.0,1.0,1.0,EMB,CV,
962892,desired_job,4,4,4,1.0,1.0,1.0,EMB,CV,
967782,summary,8,37,8,1.0,0.21621621621621623,0.35555555555555557,EMB,CV,
967782,education_level,12,2,2,0.16666666666666666,1.0,0.2857142857142857,EMB,CV,
967782,institution,12,4,4,0.3333333333333333,1.0,0.5,EMB,CV,
967782,major,12,2,2,0.16666666666666666,1.0,0.2857142857142857,EMB,CV,
967782,skills,55,36,29,0.5272727272727272,0.8055555555555556,0.6373626373626373,EMB,CV,
967782,location,2,2,2,1.0,1.0,1.0,EMB,CV,
967782,salary_expectation,2,2,2,1.0,1.0,1.0,EMB,CV,
967782,desired_job,5,5,5,1.0,1.0,1.0,EMB,CV,
986307,summary,7,42,3,0.42857142857142855,0.07142857142857142,0.12244897959183672,EMB,CV,
986307,education_level,8,3,3,0.375,1.0,0.5454545454545454,EMB,CV,
986307,institution,8,4,4,0.5,1.0,0.6666666666666666,EMB,CV,
986307,major,8,0,0,0.0,0.0,0.0,EMB,CV,
986307,skills,46,59,35,0.7608695652173914,0.5932203389830508,0.6666666666666667,EMB,CV,
986307,location,2,2,2,1.0,1.0,1.0,EMB,CV,
986307,salary_expectation,2,2,2,1.0,1.0,1.0,EMB,CV,
986307,desired_job,6,6,6,1.0,1.0,1.0,EMB,CV,
990789,summary,36,48,26,0.7222222222222222,0.5416666666666666,0.619047619047619,EMB,CV,
990789,education_level,8,3,2,0.25,0.6666666666666666,0.36363636363636365,EMB,CV,
990789,institution,8,4,4,0.5,1.0,0.6666666666666666,EMB,CV,
990789,major,8,0,0,0.0,0.0,0.0,EMB,CV,
990789,skills,14,49,10,0.7142857142857143,0.20408163265306123,0.31746031746031744,EMB,CV,
990789,location,2,2,2,1.0,1.0,1.0,EMB,CV,
990789,salary_expectation,2,2,2,1.0,1.0,1.0,EMB,CV,
990789,desired_job,6,6,6,1.0,1.0,1.0,EMB,CV,
981988,summary,36,34,29,0.8055555555555556,0.8529411764705882,0.8285714285714286,EMB,CV,
981988,education_level,9,2,2,0.2222222222222222,1.0,0.3636363636363636,EMB,CV,
981988,institution,9,3,3,0.3333333333333333,1.0,0.5,EMB,CV,
981988,major,9,0,0,0.0,0.0,0.0,EMB,CV,
981988,skills,43,40,30,0.6976744186046512,0.75,0.7228915662650603,EMB,CV,
981988,location,5,5,5,1.0,1.0,1.0,EMB,CV,
981988,salary_expectation,3,3,3,1.0,1.0,1.0,EMB,CV,
981988,desired_job,4,4,4,1.0,1.0,1.0,EMB,CV,
966890,summary,6,42,6,1.0,0.14285714285714285,0.25,EMB,CV,
966890,education_level,33,0,0,0.0,0.0,0.0,EMB,CV,
966890,institution,33,0,0,0.0,0.0,0.0,EMB,CV,
966890,major,33,0,0,0.0,0.0,0.0,EMB,CV,
966890,skills,52,107,37,0.7115384615384616,0.34579439252336447,0.4654088050314465,EMB,CV,
966890,location,3,3,3,1.0,1.0,1.0,EMB,CV,
966890,salary_expectation,2,2,2,1.0,1.0,1.0,EMB,CV,
966890,desired_job,4,4,4,1.0,1.0,1.0,EMB,CV,
,job_description,57,3,1,0.017543859649122806,0.3333333333333333,0.03333333333333333,EMB,JD,0
,responsibilities,61,73,19,0.3114754098360656,0.2602739726027397,0.2835820895522388,EMB,JD,0
,requirements,61,51,36,0.5901639344262295,0.7058823529411765,0.6428571428571429,EMB,JD,0
,required_education_level,51,4,3,0.058823529411764705,0.75,0.10909090909090909,EMB,JD,0
,required_major,32,0,0,0.0,0.0,0.0,EMB,JD,0
,required_skills,13,40,1,0.07692307692307693,0.025,0.03773584905660378,EMB,JD,0
,salary_offer,3,3,3,1.0,1.0,1.0,EMB,JD,0
,job_location,2,2,2,1.0,1.0,1.0,EMB,JD,0
,job_description,52,9,5,0.09615384615384616,0.5555555555555556,0.1639344262295082,EMB,JD,1
,responsibilities,51,59,20,0.39215686274509803,0.3389830508474576,0.36363636363636365,EMB,JD,1
,requirements,51,50,22,0.43137254901960786,0.44,0.4356435643564357,EMB,JD,1
,required_education_level,60,13,11,0.18333333333333332,0.8461538461538461,0.3013698630136986,EMB,JD,1
,required_major,19,4,0,0.0,0.0,0.0,EMB,JD,1
,required_skills,19,30,2,0.10526315789473684,0.06666666666666667,0.0816326530612245,EMB,JD,1
,salary_offer,3,3,3,1.0,1.0,1.0,EMB,JD,1
,job_location,3,3,3,1.0,1.0,1.0,EMB,JD,1
,job_description,62,3,0,0.0,0.0,0.0,EMB,JD,2
,responsibilities,55,88,37,0.6727272727272727,0.42045454545454547,0.5174825174825175,EMB,JD,2
,requirements,62,68,14,0.22580645161290322,0.20588235294117646,0.2153846153846154,EMB,JD,2
,required_education_level,62,2,0,0.0,0.0,0.0,EMB,JD,2
,required_major,33,7,4,0.12121212121212122,0.5714285714285714,0.2,EMB,JD,2
,required_skills,35,44,6,0.17142857142857143,0.13636363636363635,0.15189873417721517,EMB,JD,2
,salary_offer,2,2,2,1.0,1.0,1.0,EMB,JD,2
,job_location,3,3,3,1.0,1.0,1.0,EMB,JD,2
,job_description,62,2,0,0.0,0.0,0.0,EMB,JD,3
,responsibilities,62,157,48,0.7741935483870968,0.3057324840764331,0.4383561643835616,EMB,JD,3
,requirements,53,69,11,0.20754716981132076,0.15942028985507245,0.18032786885245902,EMB,JD,3
,required_education_level,64,4,1,0.015625,0.25,0.029411764705882353,EMB,JD,3
,required_major,58,9,2,0.034482758620689655,0.2222222222222222,0.05970149253731343,EMB,JD,3
,required_skills,28,50,2,0.07142857142857142,0.04,0.05128205128205128,EMB,JD,3
,salary_offer,2,2,2,1.0,1.0,1.0,EMB,JD,3
,job_location,2,2,2,1.0,1.0,1.0,EMB,JD,3
,job_description,49,5,2,0.04081632653061224,0.4,0.07407407407407406,EMB,JD,4
,responsibilities,48,60,11,0.22916666666666666,0.18333333333333332,0.2037037037037037,EMB,JD,4
,requirements,23,60,14,0.6086956521739131,0.23333333333333334,0.3373493975903614,EMB,JD,4
,required_education_level,56,5,4,0.07142857142857142,0.8,0.13114754098360656,EMB,JD,4
,required_major,31,0,0,0.0,0.0,0.0,EMB,JD,4
,required_skills,31,39,13,0.41935483870967744,0.3333333333333333,0.3714285714285714,EMB,JD,4
,salary_offer,3,3,3,1.0,1.0,1.0,EMB,JD,4
,job_location,3,3,3,1.0,1.0,1.0,EMB,JD,4
,job_description,41,8,4,0.0975609756097561,0.5,0.163265306122449,EMB,JD,5
,responsibilities,59,85,41,0.6949152542372882,0.4823529411764706,0.5694444444444444,EMB,JD,5
,requirements,41,68,6,0.14634146341463414,0.08823529411764706,0.11009174311926606,EMB,JD,5
,required_education_level,67,0,0,0.0,0.0,0.0,EMB,JD,5
,required_major,39,0,0,0.0,0.0,0.0,EMB,JD,5
,required_skills,39,51,13,0.3333333333333333,0.2549019607843137,0.2888888888888889,EMB,JD,5
,salary_offer,2,2,2,1.0,1.0,1.0,EMB,JD,5
,job_location,2,2,2,1.0,1.0,1.0,EMB,JD,5
,job_description,57,5,0,0.0,0.0,0.0,EMB,JD,6
,responsibilities,61,50,28,0.45901639344262296,0.56,0.5045045045045045,EMB,JD,6
,requirements,30,58,9,0.3,0.15517241379310345,0.20454545454545456,EMB,JD,6
,required_education_level,61,4,4,0.06557377049180328,1.0,0.12307692307692307,EMB,JD,6
,required_major,30,5,1,0.03333333333333333,0.2,0.05714285714285715,EMB,JD,6
,required_skills,30,35,5,0.16666666666666666,0.14285714285714285,0.15384615384615383,EMB,JD,6
,salary_offer,3,3,3,1.0,1.0,1.0,EMB,JD,6
,job_location,3,3,3,1.0,1.0,1.0,EMB,JD,6
,job_description,38,8,2,0.05263157894736842,0.25,0.08695652173913043,EMB,JD,7
,responsibilities,38,51,9,0.23684210526315788,0.17647058823529413,0.20224719101123598,EMB,JD,7
,requirements,38,53,23,0.6052631578947368,0.4339622641509434,0.5054945054945055,EMB,JD,7
,required_education_level,38,0,0,0.0,0.0,0.0,EMB,JD,7
,required_major,9,0,0,0.0,0.0,0.0,EMB,JD,7
,required_skills,30,48,17,0.5666666666666667,0.3541666666666667,0.4358974358974359,EMB,JD,7
,salary_offer,3,3,3,1.0,1.0,1.0,EMB,JD,7
,job_location,2,2,2,1.0,1.0,1.0,EMB,JD,7
,job_description,17,18,0,0.0,0.0,0.0,EMB,JD,8
,responsibilities,34,66,0,0.0,0.0,0.0,EMB,JD,8
,requirements,38,56,0,0.0,0.0,0.0,EMB,JD,8
,required_education_level,38,0,0,0.0,0.0,0.0,EMB,JD,8
,required_major,10,0,0,0.0,0.0,0.0,EMB,JD,8
,required_skills,10,43,0,0.0,0.0,0.0,EMB,JD,8
,salary_offer,2,2,2,1.0,1.0,1.0,EMB,JD,8
,job_location,3,3,3,1.0,1.0,1.0,EMB,JD,8
,job_description,59,10,7,0.11864406779661017,0.7,0.20289855072463767,EMB,JD,9
,responsibilities,34,40,34,1.0,0.85,0.9189189189189189,EMB,JD,9
,requirements,16,46,16,1.0,0.34782608695652173,0.5161290322580645,EMB,JD,9
,required_education_level,25,0,0,0.0,0.0,0.0,EMB,JD,9
,required_major,22,0,0,0.0,0.0,0.0,EMB,JD,9
,required_skills,22,45,8,0.36363636363636365,0.17777777777777778,0.2388059701492537,EMB,JD,9
,salary_offer,3,3,3,1.0,1.0,1.0,EMB,JD,9
,job_location,2,2,2,1.0,1.0,1.0,EMB,JD,9
